GlobalID,Name (Arabic),Name (English),Legal Name,Category,Secondary Category,Company Status,Working Days,Working Hours,Break Time,Holidays,Entrance Location,Building Number,Floor Number,Phone Number,Website,Social Media Accounts,Accepted Payment Methods,Commercial License Number,Language,Cuisine Type,Menu Barcode URL,Coordinates X,Coordinates Y,Dine In,Only Delivery,Shisha,Order from Car,Live Sport Broadcasting,Family Seating,Large Groups Can Be Seated,Has a Waiting Area,Has Separate Rooms,Smoking Area,Iftar Menu,Suhoor,Require Ticket,Is Landmark,Free Entry,Has Women-Only Prayer Room,Provides Iftar Tent,Drive Thru,WiFi,Reservation,Pickup Point Exists,Children Area,Valet Parking,Music,Has Parking Lot,Wheelchair Accessible,District (English),District (Arabic),City(english),POI ID,Detail Category,city(Arabic),Survey Date,Agent Name,Notes
5396875b-975b-4332-ab48-1f31bcd10356,????? ??? ??????? ????????? ??????,Code Al Tashyeed General Contracting Establishment,????? ??? ??????? ????????? ??????,Corporate,Construction,open,Sunday-Thursday,09:00-17:00,N/A,Friday closed,,7978,,966500473701,https://altuwijri.com/,"Instagram: @code.2016, X: @code_c2016","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7875887,46.6808518,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1375784,General Contracting,??????,2/11/2026 5:19,mohammed,
a762ebf7-20c0-49b4-a1c6-954cb4e57dcc,??? ???? ????? ??????? 2,Capital Market Authority Branch 2,???? ????? ???????,Government Services,Government Services,open,Sunday-Thursday,06:00-18:00,None,"Fridays closed, official holidays","Located at 4292 Northern Ring Road Branch, Al Nafl District",4246,,9668002451111,https://cma.org.sa/Pages/default.aspx,"https://www.instagram.com/saudicma/, https://x.com/SaudiCMA",N/A,,"Arabic, English",N/A,N/A,24.7770851,46.6826471,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1379227,Financial Regulatory Authority,??????,2/11/2026 5:19,mohammed,
64615a25-9465-4e99-b81b-f67aa825f81c,????? ??? ??????? ????? ????? ? ?????????,Dar Al Wasilah Air Freight and Contracting Establishment,????? ??? ??????? ?????????,Corporate,Logistics Service,open,Saturday-Monday,08:00-12:00,N/A,,,,,#ERROR!,https://amancoo.com/,https://x.com/dar_ws,"Mada, Visa, Apple Pay, Mastercard",40092186045,Arabic,N/A,N/A,24.7844706,46.6735336,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,768475,Air Freight,??????,2/11/2026 5:19,Abdullah,
7810e605-0015-4228-9e79-23d16d3cb89e,????? ????? ??????? ? ????????,Zahia Al-Sham Pastries and Sweets,EST ????? ????? ????? ??????? ???????,Restaurant,Bakery,open,all_days,custom_hours,None,none,Located on Mohammed Al-Muqaddami Street in Al Nafl District,2867,G,966582960652,,"TikTok: @a9olz7, @iak00l; X: @iak00l","cash,mada",,Arabic,"Lebanese, Syrian",,G,G,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,,Fatayer Restaurant,??????,2/11/2026 5:19,ahmad_shuban,
43ab4ed1-6dec-475b-9d78-18a3d5277007,???? ???? ????,Women's Public Restroom,?.?.?. ???? ??? ??? ???????,Public Services,Public Restrooms,open,All days,24/7,None,,Located on Al Habeel Street in Al Nafl District,6137,G,9668000000000,https://www.carrefourksa.com/?utm_source=GMBlisting&utm_medium=Organic&utm_campaign=carrefour-ksa-gmb,,N/A,,N/A,N/A,N/A,24.7717403,46.6689244,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,Al Nafl,?????,Riyadh,1296400,Public Restrooms,??????,2/11/2026 5:19,Abdullah,
62c9f495-2d9b-440f-89dd-99aa55f788da,???? ???? ????? ?????? ???????,Small Stars Children's Hospitality Center,???? ???? ????? ????? ??????? ???????,Childcare,Education,open,Sunday-Thursday,06:00-18:00,None,"Friday closed, possible adjusted hours during Ramadan",,4522,G,966554175050,https://maps.app.goo.gl/o4XFHq4h2ifB32Do8?g_st=com.google.maps.preview.copy,"Instagram: @smallstars990, X: @smallstars990, Snapchat: @small_stars990",,,"Arabic, English",N/A,N/A,24.7784703,46.6849442,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,Al Nafl,?????,Riyadh,898650,Nursery and Kindergarten,??????,2/11/2026 5:21,abdulrhman,
906bd6b9-e992-4794-905b-7e0dbf56e21b,???? ????? ????????? ?????????? ????????,Projects Development for Engineering Consultations,??? ????? ????????? ???????? ?????????? ????????,Corporate,Consultancy Services,open,Sunday-Thursday,08:00-17:00,None,Friday closed,"???? ????? ??????? ?????? ?????? 13312",7353,,966533393909,https://www.saudi-projects-dev.com/,"Instagram: @SPDH_sa, X: @SPDH_sa, X: @projectsksa2030","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.781792,46.6748525,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1386690,Engineering Consultancy,??????,2/11/2026 5:21,mohammed,
c05165a2-a683-426d-a43c-61796142d6f6,???? ???? ??????? ??????? ???????? ?????????? ??? ??????,Ahmed Al-Dossary Certified Public Accountants and Consultants - Riyadh Branch,Ahmed Al-Dossary Certified Public Accountants and Consultants,Corporate,Accounting Firm,open,Sunday-Thursday,08:00-17:00,None,Friday closed,"Unit No. 50, 7978 Abi Bakr Al-Siddiq, Al Nafel District",,,966559993743,https://adcpa-sa.com/,,"Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7875495,46.6807797,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1289973,Certified Public Accountants and Consultants,??????,2/11/2026 5:21,mohammed,
f31d701b-33f3-482f-82c3-547d8ca04be2,??? ????? ?????? ?????? ??????,Al Qayyim School for Quran Memorization,,Educational Institution,Religious School,open,Sunday-Thursday,Afternoon/Evening,None,Fridays closed,"Exit 6, next to Al Wahibi Mosque, Al Nafl District",,,966557638816,,https://x.com/alkimscool,other,,Arabic,N/A,N/A,24.719,46.679,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,,Quran Memorization School,??????,2/11/2026 5:21,fadhel,
acfaa76f-5a11-45ab-8b7f-283bf65fe81a,??? ?????,noon Minutes Store,noon,Retail,Grocery,open,All days,00:00-23:59,None,,"On King Abdulaziz Branch Road, Al Nafel District",6747,G,966555272541,https://minutes.noon.com/saudi-en,"https://www.instagram.com/noon, https://x.com/noon","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.77652854,46.66562421,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1390678,Convenience Store,??????,2/11/2026 5:21,Abdullah,
c4dd51a6-5833-453c-99b1-0a6cc0de51ae,???? ?? ??? ?????,Hustle n' Flow Eatery,Hustle n' Flow Eatery,Restaurant,Café,open,Everyday,08:00-00:00,None,No closures mentioned; check for Ramadan adjustments,"Located in An Nafal district, inside a complex with underground and street parking available.",4094,G,966593170096,https://hustlenflow.com,"https://www.instagram.com/hustlenflowriyadh, https://www.tiktok.com/@hustlenflowriyadh","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English","Health Food, International, Vegan, Gluten-Free",,24.7757837,46.6808515,yes,no,no,yes,no,yes,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,yes,no,no,yes,yes,Al Nafl,?????,Riyadh,1259475,Health Food Restaurant,??????,2/11/2026 5:25,abdulrhman,
68081df2-87f2-49cc-bc85-ba40b5ef5b24,?? ??? ???,Petite Lash,???? ????? ?????? ?????? ???????,Beauty and Spa,Beauty Products,open,Monday-Thursday,14:00-23:00,None,,,3726,G,966565414518,https://maps.app.goo.gl/jZqvEJCgnSn3MEoo6?g_st=com.google.maps.preview.copy,"https://www.instagram.com/petite.lash.riyadh/, https://www.tiktok.com/@petitelash","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.782831,46.6772845,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1367233,Lash Extension Salon,??????,2/11/2026 5:25,abdulrhman,
6457823f-edc5-4eb9-b736-58a17725d85a,?????,Ardene,Ardene,Shopping,Retail,open,"Saturday-Thursday, Friday",09:00-23:30 (Friday 13:30-23:30),None,Ramadan hours may differ,"Located on the ground floor of Tala Mall, accessible via main mall entrances",6137,G,966561738542,https://www.ardene.com/,https://www.instagram.com/ardeneme/,"Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7717394,46.6689153,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,yes,yes,Al Nafl,?????,Riyadh,1379531,Fashion and Accessories Store,??????,2/11/2026 5:25,mohammed,
482dcdd9-1a61-4224-9c96-0e53ebd8e490,???? ????? ????????? ??????? ???????,King Abdulaziz Center for Cultural Communication,King Abdulaziz Center for Cultural Communication,Government,Cultural Center,open,Sunday-Tuesday,07:30-15:00,None,Friday closed,"Located on Northern Ring Road, Exit 6, Al Nafl District",4246,,966920000271,https://www.kaccc.org.sa/,"https://x.com/KACCCsa, https://www.instagram.com/kaccc.sa",N/A,,"Arabic, English",N/A,N/A,24.7767147,46.6824854,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1280381,National Dialogue and Communication,??????,2/11/2026 5:25,mohammed,
f3c8d6cf-c519-4c3a-8c7e-53ac6ffb7b4a,????? ?????? ??????? ?????? ??????? - ??? ??????,Al Wedad Charity Association for Orphan Care - Riyadh Branch,????? ?????? ??????? ?????? ???????,Non-profit organization,Orphan Care,open,Sunday-Thursday,08:00-16:00,None,Friday closed,Located on Bahrain Al Arab Street in Al Khalij District,,,966112107133,https://alwedad.sa/,"https://www.instagram.com/wcfksa/, https://www.tiktok.com/@wcfksa, https://x.com/WCFKSA, https://www.facebook.com/WCFKSA",N/A,,"Arabic, English",N/A,N/A,24.7716918,46.6689866,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1303979,Child Welfare Services,??????,2/11/2026 5:25,mohammed,
64155e8a-62e1-4015-94a0-d246a754b67b,???? ???? ??????,Jinnah Golden Barber,GOLDEN SUITE BARBER,Salon,Barber Shop,open,all_days,custom_hours,no_break,"eid_adha,eid_fitr",,2901,G,544726994,http://hataba.sa/,,"mada,cash",,"Arabic, English",N/A,N/A,G,G,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,Al Nafl,?????,Riyadh,,Men's Barber,??????,2/11/2026 5:25,ahmad_shuban,
b9931ce5-a94e-484f-ad65-6d122e654b5b,??? ???? ????? ????????,Dar Ayar Serviced Apartments,??? ???? ????? ????????,Hotel,Serviced Apartments,open,All days,"Check-in from 14:00, Check-out by 12:00",None,none,"Located at Muhammad Al Maqdimi 2817, King Abdulaziz Road, Al Nafl District",2885,G,966503256912,,https://www.instagram.com/dar.ayar,"cash,mada",,"Arabic, English",N/A,N/A,24.7806,46.6686,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,,Aparthotel,??????,2/11/2026 5:25,ahmad_shuban,
52e94058-2544-4ea5-b7c6-a220bfde6a66,?????? ?????? ?????? ?????? ??????? ??????? ??????,National Center for Vegetation Cover Development and Combating Desertification,?????? ?????? ?????? ?????? ??????? ??????? ??????,Government Services,Environmental Organization,open,Sunday-Thursday,08:00-16:00,None,Friday closed,"Located at 6336 Northern Ring Branch Road, Al Nafl District, Riyadh",3372,,96619965,https://ncvc.gov.sa/,"https://x.com/ncvcksa, https://www.facebook.com/Ncvc.sa",N/A,,"Arabic, English",N/A,N/A,24.7732129,46.6738977,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1372761,Vegetation Development and Desertification Control,??????,2/11/2026 5:25,Abdullah,
51a755f3-3e0d-4c3e-83ac-2c3f6777f9fa,????? ?????,Al Nafl Park,,Public Parks,Park,open,All days,24 hours,None,,"Located on Al Khurais Street in Al Nafl District, with multiple access points along the street.",,,,https://www.alriyadh.gov.sa/,,N/A,,"Arabic, English",N/A,N/A,24.778618,46.669689,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,Al Nafl,?????,Riyadh,1375708,Park,??????,2/11/2026 5:31,abdulrhman,
fe66cd6d-e55f-401f-9226-f6f033007f8d,???? ??????,Al Mani Dates,???? ??????,Retail,Grocery,open,"Sunday-Thursday, Saturday; Friday from afternoon","09:30-12:00, 16:00-23:00",12:00-16:00,Friday: 16:00-23:00,"Exit 6, Al Nafl District, Abu Bakr Al Siddiq Street",7086,,966506720220,https://almaniedates.com/,"https://www.instagram.com/almaniedates/, https://www.tiktok.com/@almaniedates, https://x.com/Almaniedates3","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7794333,46.6849449,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1291204,Dates and Natural Goods Store,??????,2/11/2026 5:31,abdulrhman,
e79dbd29-83e0-4e0b-9da5-bceddbd74f14,???? ?? ???????,Dhu al-Nurayn Mosque,,Mosques,Mosque,open,Daily,Prayer times (Fajr to Isha),None,"Open daily, including Fridays and Ramadan",Main entrance on Abdullah Bin Sufyan Street,4192,G,966505727377,https://www.moia.gov.sa/Pages/default.aspx,"https://www.facebook.com/Msjd.Thunurain1, https://x.com/norayn_h",N/A,,Arabic,N/A,N/A,24.7771788,46.6817021,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1272972,Mosque,??????,2/11/2026 5:31,abdulrhman,
5d717f10-5275-4f05-8f61-54bb0d0907ac,?????? ???? ???? ????? ????,Rolls-Royce Motor Cars Riyadh,Mohamed Yousuf Naghi Motors,Automotive Services,Car Dealers,open,Saturday-Thursday,09:00-21:00,None,Friday closed,"Located on Northern Ring Road, Al Rayan Street, Al Nafal District",,G,#ERROR!,https://www.rolls-roycemotorcars.com/riyadh/en_GB/,"https://www.instagram.com/rolls_royceksa/, https://x.com/RRMC_MEA","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7735249,46.6755297,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1369458,Luxury Car Dealership,??????,2/11/2026 5:31,mohammed,
949f6f64-32da-42bc-bd50-7ff0b12eeda5,????? ????? ????? ????????,Mnahel Al-Jeel International School,Mnahel Al-Jeel International School,Education,School,open,Sunday-Thursday,06:30-15:00,None,"Fridays closed, Saudi national holidays","Exit 6, Al Nafl District, Riyadh",,,966580287295,mnahelaljeel.com/,"https://www.instagram.com/mnahel.aljeel/, https://www.facebook.com/p/Mnahel-Al-Jeel-International-School-..., https://www.snapchat.com/place/mnahel-aljeel-international-school",N/A,,"Arabic, English",N/A,N/A,24.7820436,46.6790861,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,Al Nafl,?????,Riyadh,1357788,International Primary School,??????,2/11/2026 5:31,mohammed,
f2eebe17-2e3f-470f-a633-ee836a2d8077,???? 27,Diyar 27,???? ???? ????????,Residential Compound,Residential Compound,open,N/A,N/A,N/A,N/A,Smart entry system with surveillance cameras,,,966942142215,https://diaar.sa/en/diaar-projects/530771,"https://www.instagram.com/diaar.sa/, https://www.tiktok.com/@toursksa1","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7868843,46.6718219,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1274466,Luxury Residential Development,??????,2/11/2026 5:31,mohammed,
224d5d1b-d325-433a-83bc-3446ecbe9765,????? ??? ??????? ????????,Zohal Marketing Agency,Zohal Marketing Agency,Corporate,Marketing And Advertising Company,open,Sunday-Thursday,09:00-21:00,None,Friday closed,,,1,966555336537,https://entasher.com/agency/Zohal,,"Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7761426,46.6660182,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1296945,Digital Marketing Agency,??????,2/11/2026 5:31,mohammed,
a4649d8c-3f53-4482-ae9b-f51a3acf1b7e,???? ???? ???????,Asas Business Solutions,???? ???????? ?????????? ????????,Corporate,Business Management Consultant,open,,,N/A,,,4483,G,966570000000,https://altuwijri.com/,,"Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7875089,46.6807902,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1261651,Business Management Consultant,??????,2/11/2026 5:31,mohammed,
8ab25797-dabf-4793-bdf0-4f5d1249800f,???? ????? ????????,Mazaj Beirut for Molasses,EST Mizaj Liyalina Company,Retail,Tobacco and Smoking Accessories Shop,open,All days,24 hours,None,none,"On Abi Bakr As Siddiq Street, Al Nafel District",8328,G,966598167278,http://tasooma.com/,,"cash,mada,visa",,Arabic,N/A,N/A,24.792076,46.678538,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1,Molasses and Shisha,??????,2/11/2026 5:31,fadhel,
b2eda5fb-39d0-4f7b-8953-690624686450,???? ???? ????? ????????,Wahat Al Nafl Real Estate Office,???? ???? ????? ????????,Real Estate Agency,real_estate,open,sat_thu,custom_hours,no_break,friday,"Located on Muhammad Al Maqdimi Street, Al Nafl District, Riyadh",,G,966505851560,,TikTok: @kh.xz,"cash,mada",,"Arabic, English",N/A,N/A,24.780712,46.668902,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,Al Nafl,?????,Riyadh,,Property Brokerage,??????,2/11/2026 5:31,ahmad_shuban,
dd786fd1-3e6c-4e34-bc7c-0b54b11e0df2,???? ????????,Al Mustaqbal Barber,EST World of Passion Beverage Serving,Salon,Barber Shop,open,all_days,8am_12am,2pm_4pm,none,"Located at 4296 Nahr Al Sind Street, Al Nafl District",4447,G,966532103582,"https://www.google.com/maps/place/%D8%AD%D9%84%D8%A7%D9%82+%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%82%D8%A8%D9%84%E2%80%AD/@24.7801084,46.6827953,17z/data=!3m1!4b1!4m6!3m5!1s0x3e2efdcd75357b09:0x492d82d216d56be1!8m2!3d24.7801084!4d46.6827953!16s%2Fg%2F11s42x7r",,"cash,mada",40041978941,Arabic,N/A,N/A,G,G,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,,Men's Barber,??????,2/11/2026 5:31,fadhel,
e92f82e7-82d7-4fd4-8a9f-a09e8455f4d2,???? ??????,Gulf Link,Gulf Link Trading Company,Retail,Construction Services,open,Every day,00:00-00:00,None,,,7372,2,966597000000,https://bawasiq.com/#,,"Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7818773,46.6834483,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1280490,Home Goods Store,??????,2/11/2026 5:31,Abdullah,
6bdde9c8-cc41-45ba-9805-00c39cbcaea0,????? ????? ??????? ?????????,Adwaa Al Nafl for Plumbing and Electricity,Adwa'a Alnafl  for Plumbing and Electricity,Retail,Home Improvement,open,Sunday-Thursday,06:30-23:30,None,Friday closed,"Located on Moroccan Desert Street in Al Nafl District, Riyadh",7381,,966593853144,"https://www.google.com/maps?q=24.78215557,46.67468603",,"Mada, Visa, Apple Pay, Mastercard",,Arabic,N/A,N/A,24.78215557,46.67468603,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1390701,Plumbing and Electrical Supplies Store,??????,2/11/2026 5:31,Abdullah,
4853311d-9142-4b7d-9833-4c71736ccd74,??? ?? ???,By The Way (BTW),???? ??????? ???????? ??????? ????????,Coffee Shop,Cafe,open,Daily,06:00 - 00:00,None,,Located on North Ring Road in An Nafal district,4454,G,966920000000,https://btw.sa/,https://www.instagram.com/btw.sa/,"Mada, Visa, Apple Pay, Mastercard",,"Arabic, English","Coffee, Bakery",,24.77731109,46.68421234,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,yes,yes,Al Nafl,?????,Riyadh,779031,Specialty Coffee,??????,2/11/2026 5:35,abdulrhman,
f1b39c02-0fe1-4d5c-96ba-b89f089439fb,??????? ???????,Hot Pizza,??????? ???????,Restaurant,Fast Food,open,Sunday-Saturday,10:00-02:30,None,Friday open,"Exit 5, Al Nafl district, after Lemonade restaurant",7171,G,966550168111,https://alsakhnapizza.com,"https://www.instagram.com/alsakhna, https://x.com/alsakhna","Cash, Credit Cards, Mada, Apple Pay",,"Arabic, English","Italian, Pizza, Pasta, Fast Food",,24.78065066,46.66339599,yes,no,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,yes,Al Nafl,?????,Riyadh,776226,Pizza Restaurant,??????,2/11/2026 5:35,abdulrhman,
77ae3e70-8894-435a-ba3d-67c97c3250f9,???? ??????,Aldrees Gas Station,Aldrees Petroleum and Transport Services Company,Fuel Stations,Gas Station,open,All days,00:00-00:00 (24 hours),None,None,,6519,,966920002667,https://www.aldrees.com/,"https://instagram.com/aldreesco, https://x.com/aldreescompany","Cash, Digital payments",,"Arabic, English",N/A,N/A,24.7745913,46.6667441,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1284144,Petrol Station,??????,2/11/2026 5:35,abdulrhman,
5eac26da-40b6-4ac8-93cd-fb3e37d7876d,???? ???? ?? ???? ????,Talha bin Ubayd Allah Mosque,????? ?????? ????????? ??????? ????????,Mosques,Mosque,open,Daily,Open 24 hours for prayer,None,"Open daily, including holidays",,,G,,https://www.moia.gov.sa/Pages/default.aspx,,N/A,,Arabic,N/A,N/A,24.778541,46.6745507,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1389281,Mosque,??????,2/11/2026 5:35,mohammed,
ea35623a-9573-4703-b509-83678ddc2701,?????? ???,Wagd Pharmacy,One-person Bait Al Seha Pharmacy,Pharmacies,Pharmacy,open,All days,24 hours,None,,On Abi Bakr As Siddiq Street,7730,G,966112744433,https://www.google.com/maps/place/?q=place_id:ChIJ8-Achyf9Lj4RjECJAqq5wQY,,"Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7849816,46.6822172,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1343005,Pharmacy,??????,2/11/2026 5:35,mohammed,
0af06632-5a84-4abe-ba83-6a5e29c3d91d,?????? ??????? ???????,Baianat Intellectual Property,Baianat Intellectual Property,Corporate,Legal Services,open,Sunday-Thursday,08:00-16:00,None,Friday closed,"Unit No 44, 6663 Ar Rayan, Al Nafel District",6663,G,966546861623,https://baianat-ip.com.sa/,"https://www.instagram.com/baianat_ip/, https://www.facebook.com/Baianat.Intellectual.Property1","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7756851,46.6753315,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1300081,Intellectual Property Firm,??????,2/11/2026 5:35,mohammed,
227fd4ad-3215-4c9c-bed1-5edd4942ca79,?? ??????? ??????? ??????? ????????,Fan Al Ibdaa Al Arabiya for Refrigeration and Air Conditioning,?? ??????? ???????,Retail,Home Services,open,Sunday-Thursday,10:00-22:00,None,Friday closed,,3658,,966596472314,"https://maps.google.com?q=QMJG+XG3%20%D9%84%D9%84%D8%AA%D8%A8%D8%B1%D9%8A%D8%AF%20%D9%88%D8%A7%D9%84%D8%AA%D9%83%D9%8A%D9%8A%D9%81,%20An%20Nafal,%20Riyadh%2013312&ftid=0x3e2efd0019c00c55:0xccf7eb9b98f6c20c&entry=gps&lucs=,94244543,94246480,94242577,94224",,"Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.78250638,46.6762175,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1312843,Air Conditioners,??????,2/11/2026 5:35,mohammed,
bee1b5b4-91e7-4a33-96f6-dd4759c6aff2,?????? ??????,Kinesio Tapes,????? ?????? ????????? ??????? ????????,Clinic,Medical,open,Every day,00:00-23:59,N/A,,,,,966559000649,https://www.moia.gov.sa/Pages/default.aspx,,"Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7773278,46.6758653,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1381968,Physiotherapy Clinic,??????,2/11/2026 5:35,mohammed,
82fbcd06-b335-4b2a-9638-6118ea5c1973,????? ???? ??????? ????????,Sina' Al-Fawariq for Keys,????? ???? ??????? ????????,Retail,furniture_interior,open,all_days,8am_12am,1pm_2pm,none,,,G,966533711685,,,"cash,mada,visa",,Arabic,N/A,N/A,G,G,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,,Key Making and Locksmith Services,??????,2/11/2026 5:35,fadhel,
eddc9edb-9c70-4776-8ae9-f4f88956cde3,????? ???? ????? ??????,Loza wa Tamra Coffee Roasters,,Retail,Café,open,all_days,8am_12am,no_break,"eid_adha,eid_fitr",,,G,550749440,https://salla.sa/mhamss-lwzt-wtmrt-llqhwt,TikTok: @loza.tamra,"cash,mada",,Arabic,Coffee,N/A,G,G,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,Al Nafl,?????,Riyadh,,Coffee and Nuts Roastery,??????,2/11/2026 5:35,ahmad_shuban,
